StudyHours,SleepHours,SocialMediaHours,ExerciseHours,PlayHours,AttendancePercentage,PreviousMarks,AttentionLevel,TestMarks
4.2,6.0,2.8,0.4,0.4,84.2,66.5,3.3,62.8
6.3,7.3,1.6,0.5,1.4,82.6,66.8,5.3,68.8
6.0,8.2,2.4,0.5,1.7,74.9,61.2,6.7,79.6
5.9,6.5,2.6,0.5,1.8,95.6,56.2,4.7,72.4
3.8,6.1,1.6,0.6,2.6,85.8,91.5,4.0,69.7
2.9,7.2,2.1,0.8,2.1,90.0,80.8,4.3,61.8
3.6,5.7,2.3,1.2,0.2,97.9,70.3,3.3,59.7
4.8,6.3,2.6,0.7,0.6,84.0,55.3,4.0,57.3
5.3,8.2,0.4,1.0,1.8,84.3,75.5,7.6,80.5
1.2,7.1,2.3,0.8,1.2,86.2,66.4,2.3,44.8
4.5,5.1,2.0,1.1,2.6,74.7,68.4,4.6,65.2
4.7,5.2,2.5,0.8,0.8,70.4,92.5,4.0,74.3
4.1,7.2,3.7,0.5,2.2,73.0,89.0,3.7,61.4
6.4,7.9,5.0,0.3,1.0,94.9,46.3,4.4,66.7
5.1,5.4,3.3,0.9,1.7,82.4,73.7,3.7,56.8
6.5,7.4,1.0,1.4,0.9,91.3,71.7,7.7,85.9
4.2,8.3,2.1,0.7,1.9,82.9,73.6,5.4,67.2
5.9,8.9,3.2,0.4,2.3,72.4,64.4,4.9,57.1
7.0,7.3,3.1,0.7,1.7,91.9,70.0,5.3,74.1
6.5,7.5,3.7,0.5,2.8,77.9,59.1,5.4,70.2
2.9,4.9,2.4,0.5,1.0,89.6,80.4,2.9,45.6
4.1,9.0,2.1,0.1,1.6,92.4,80.1,5.4,70.0
4.0,6.4,4.6,0.7,2.1,84.6,86.4,2.8,56.6
5.2,6.1,2.6,0.9,0.8,88.8,62.3,4.1,65.7
5.5,6.7,1.3,0.3,1.5,73.6,72.7,5.0,74.2
3.2,8.5,4.3,0.4,2.0,100.0,90.4,2.2,63.9
4.6,9.0,0.7,0.3,2.2,88.5,63.2,6.9,78.0
1.5,7.1,0.0,0.1,2.3,91.2,59.9,2.4,58.0
6.7,8.0,3.4,0.3,0.9,92.5,73.0,5.5,73.3
3.7,7.0,3.6,0.7,1.7,83.9,81.7,2.6,45.7
4.6,6.0,3.0,0.1,0.6,85.6,63.3,3.4,62.3
4.0,8.5,0.9,0.7,1.0,93.7,89.3,5.9,72.1
6.2,6.4,2.4,0.4,1.4,82.1,60.8,4.1,67.2
1.0,8.5,2.2,0.3,2.3,88.1,76.6,3.2,45.1
4.5,8.3,1.9,1.0,1.9,88.7,63.2,5.8,63.9
4.3,7.6,4.2,0.5,1.5,79.1,65.3,3.5,57.8
3.8,8.8,1.2,0.6,1.8,88.6,78.2,6.7,71.1
7.1,9.0,2.9,1.4,1.9,71.4,67.9,5.7,63.3
3.2,6.8,3.9,0.3,1.8,92.3,54.8,1.9,40.8
5.7,6.2,3.0,1.6,1.1,97.6,62.0,4.7,74.3
5.0,5.1,4.0,0.6,0.8,92.2,77.2,3.1,61.9
6.4,9.0,3.2,0.2,1.3,97.0,74.0,6.0,75.7
3.5,6.6,3.0,0.5,0.9,78.9,77.3,3.8,55.7
3.4,8.1,2.9,0.8,1.9,83.2,64.0,3.4,47.0
6.1,6.3,3.2,1.4,2.6,86.0,59.4,4.3,63.8
5.1,8.5,2.0,1.2,1.9,86.0,61.8,5.5,73.9
2.2,6.3,0.9,0.8,0.2,81.5,62.5,4.1,51.3
3.7,5.8,3.6,1.4,1.1,77.7,69.5,3.5,45.3
5.1,6.8,3.9,0.0,1.5,98.8,58.2,3.8,65.5
5.8,6.5,2.8,0.9,0.5,78.3,80.7,4.7,70.4
3.5,7.6,1.8,1.0,1.5,98.3,75.2,4.4,67.6
1.0,6.9,0.6,1.0,1.8,89.0,61.4,3.5,53.6
5.3,7.6,2.6,0.0,2.5,86.6,68.0,5.0,59.1
2.7,6.7,0.9,0.3,2.8,89.3,61.1,3.2,55.8
1.5,6.3,0.7,0.7,0.7,97.2,68.5,2.5,56.1
1.0,6.4,2.5,1.4,1.4,64.0,61.7,2.2,38.3
5.7,9.0,1.6,1.8,1.4,87.9,91.4,7.1,83.8
4.7,7.2,2.9,0.5,1.0,86.2,54.1,3.9,63.8
4.2,5.0,2.3,0.1,1.6,86.5,57.3,3.6,60.0
6.6,6.5,1.8,1.2,1.4,92.5,67.6,5.1,78.9
5.5,7.1,0.5,2.1,1.9,80.1,70.9,6.6,75.1
6.9,8.8,1.5,1.4,2.4,75.8,71.0,7.0,66.2
2.4,8.0,1.5,0.4,1.6,73.9,79.2,3.0,53.5
4.4,6.1,1.0,2.2,1.2,77.7,74.4,5.0,67.6
2.1,9.0,2.1,1.1,0.8,90.5,60.8,3.5,51.7
4.2,7.0,1.1,0.4,2.9,89.0,80.6,4.7,70.1
4.1,8.2,2.3,1.8,2.1,92.1,76.3,5.4,70.2
5.4,5.8,2.8,0.4,1.8,81.3,83.9,4.5,75.1
4.6,4.6,1.5,0.5,1.4,81.7,70.5,3.0,57.7
5.4,5.6,3.0,1.2,2.6,98.2,80.9,4.6,72.4
5.6,4.0,0.9,0.8,1.4,93.2,42.8,4.9,73.9
7.7,9.0,1.2,0.8,0.3,91.0,65.1,7.7,78.2
4.0,7.2,2.4,0.8,1.7,70.4,60.9,3.7,53.2
3.1,6.1,3.3,1.4,0.6,100.0,77.0,2.8,48.4
4.9,7.5,3.5,0.0,1.7,84.3,62.6,4.9,60.9
3.3,7.2,4.4,0.9,2.4,86.4,79.8,3.2,56.7
6.7,7.6,2.0,0.7,0.3,88.6,77.9,6.7,72.7
4.1,8.2,2.3,0.4,0.9,86.3,63.9,4.2,61.8
3.7,6.7,1.3,0.4,2.1,83.6,72.4,4.1,59.8
3.8,6.1,1.0,0.0,1.2,86.2,67.9,3.6,67.5
5.6,7.8,2.8,0.4,1.8,90.1,71.2,4.9,72.4
4.3,7.8,1.6,1.4,1.8,91.8,77.5,6.0,70.3
3.5,7.1,4.0,1.2,2.1,94.8,66.7,3.1,54.9
7.0,9.0,0.7,0.7,1.0,76.2,53.4,7.3,84.1
3.2,6.6,3.1,0.1,0.0,80.6,76.0,3.2,55.4
4.6,6.1,1.3,1.2,1.8,91.8,80.7,4.6,65.3
5.5,7.4,1.5,1.5,0.4,72.4,53.0,6.0,59.4
2.1,6.3,3.1,1.3,2.2,86.3,69.6,2.3,48.2
5.2,7.5,1.7,0.3,1.5,78.7,60.7,5.5,72.1
2.9,6.2,1.9,0.4,1.3,89.4,81.3,3.2,58.7
5.7,6.6,1.5,1.6,2.0,78.2,81.8,5.2,68.8
3.1,8.9,4.6,0.2,0.3,82.1,61.9,3.7,49.7
5.5,6.6,1.8,1.0,1.4,82.7,56.8,6.3,71.0
6.2,6.2,2.6,0.0,1.8,87.0,72.4,5.1,75.3
5.8,8.2,2.3,0.6,1.7,92.7,58.9,5.1,60.7
4.9,5.9,2.8,1.1,1.2,93.3,78.6,4.1,70.3
4.2,6.3,1.8,0.8,1.2,86.6,68.7,4.5,65.8
3.6,7.6,2.3,1.1,2.6,76.1,86.1,3.6,59.7
6.7,7.9,3.0,0.2,2.1,100.0,86.5,5.5,87.9
3.5,8.2,1.5,0.4,1.0,84.3,85.5,4.0,68.2
2.9,6.3,3.8,1.0,2.4,87.2,74.0,2.2,47.8
5.5,7.6,3.9,1.1,2.0,86.9,60.5,4.9,65.9
3.3,6.5,3.2,0.9,1.8,87.8,55.2,3.2,42.3
3.1,6.4,2.6,1.3,1.9,78.2,75.9,2.9,52.9
2.3,8.2,0.0,0.0,0.7,88.5,76.7,4.6,62.9
3.8,6.5,3.0,0.6,2.6,99.6,72.6,3.3,65.5
4.4,7.3,2.0,1.7,2.2,68.9,56.7,5.5,74.4
4.9,7.2,2.2,1.4,1.7,85.3,62.0,4.1,61.3
5.9,5.9,0.2,1.1,1.7,76.0,70.8,5.8,82.3
5.3,8.0,3.1,0.7,1.4,92.9,63.9,5.8,76.0
4.2,7.6,0.8,1.3,1.1,94.1,62.2,5.0,61.2
4.2,5.0,2.6,1.0,1.9,84.0,60.3,3.0,62.6
5.3,7.3,3.6,0.0,0.9,85.5,68.6,4.0,59.8
6.4,6.2,1.9,1.3,1.6,78.0,67.9,6.4,74.4
4.7,8.1,4.0,0.4,1.6,66.1,61.7,4.4,66.0
3.8,5.6,1.6,1.2,1.8,82.8,70.1,3.5,63.2
3.0,6.6,3.2,0.0,2.2,83.3,72.5,2.8,50.5
2.3,7.4,0.9,1.6,1.8,85.3,73.5,4.2,62.4
5.5,7.1,3.7,0.7,2.0,60.0,60.4,4.7,48.9
5.4,7.8,3.6,0.2,0.1,71.2,66.9,4.6,66.4
5.4,5.5,3.1,0.5,1.8,73.1,70.2,4.1,59.1
4.3,8.7,2.0,0.6,1.6,85.7,71.3,5.1,54.2
6.6,7.5,0.8,0.8,1.8,89.7,56.7,7.5,77.8
3.8,8.4,2.0,1.5,1.1,75.7,66.6,5.0,58.0
5.9,7.9,3.8,0.8,2.3,82.8,75.9,4.7,70.9
4.4,7.0,2.7,0.0,1.7,80.4,64.1,4.7,55.4
3.6,5.7,0.6,0.2,1.0,100.0,73.6,4.5,71.3
5.4,6.4,1.2,2.2,1.1,81.9,70.1,5.4,68.3
5.1,8.6,4.0,0.9,2.1,81.6,65.4,2.8,56.5
5.0,8.4,3.1,1.3,1.4,78.5,82.6,5.5,74.9
4.6,6.4,1.0,0.6,1.5,69.8,67.0,4.8,69.2
4.4,4.2,0.4,0.3,1.4,90.2,67.9,4.3,74.7
8.1,6.8,1.7,0.6,2.2,82.9,65.2,7.4,79.9
6.3,6.7,0.3,0.9,1.8,81.9,84.8,6.1,84.0
5.6,6.8,2.3,0.6,0.7,86.5,83.9,4.5,74.7
4.7,7.5,5.4,1.8,0.8,72.4,81.5,2.9,61.6
6.0,7.9,0.6,0.5,1.5,99.2,78.7,7.7,85.9
5.3,8.0,2.3,0.3,1.0,70.4,61.2,5.9,57.2
4.5,7.4,4.1,1.2,0.0,99.2,65.5,4.4,67.3
4.0,5.2,3.4,1.3,1.0,84.9,62.3,2.2,59.5
4.4,6.7,2.3,0.8,1.3,81.9,80.3,3.7,66.0
1.0,9.0,2.3,0.5,1.2,90.4,93.4,3.5,52.8
4.8,7.4,1.1,0.0,2.0,82.2,76.8,5.5,82.8
3.8,7.4,2.2,1.4,0.0,92.5,86.8,4.4,69.6
6.9,7.4,2.8,1.2,1.0,87.5,74.6,5.4,72.9
4.5,7.4,3.8,0.6,2.1,90.7,73.2,4.5,69.5
2.7,4.6,1.8,0.8,1.0,93.3,64.2,3.7,66.3
4.4,6.8,2.3,0.7,0.7,83.6,76.1,4.6,58.3
2.9,7.0,1.4,1.6,1.0,92.7,79.1,4.0,67.1
5.2,8.3,2.8,0.3,1.8,89.1,80.5,5.9,80.4
4.9,7.0,3.4,0.5,1.3,95.7,71.0,4.3,65.8
5.9,5.4,3.3,0.4,1.0,82.1,72.0,5.0,69.7
3.3,7.4,1.1,1.0,1.8,95.9,69.4,4.5,64.9
4.6,6.2,2.7,0.8,1.8,78.8,64.4,5.2,70.1
2.5,5.8,1.7,0.9,0.6,68.9,78.8,3.0,48.0
5.6,6.2,3.7,0.4,1.6,74.1,51.0,3.7,53.8
5.3,7.5,2.3,1.5,0.6,82.3,53.3,5.9,75.9
5.2,8.3,0.7,0.6,2.3,87.1,64.5,6.2,70.6
4.5,7.5,2.2,1.4,2.4,85.1,57.3,5.2,55.0
5.1,7.6,3.1,2.4,1.3,91.3,80.9,4.8,70.9
6.9,7.5,2.8,0.4,2.2,75.4,65.6,5.3,75.9
4.1,7.1,1.9,1.0,1.0,98.8,78.8,4.4,69.7
4.7,7.7,1.8,0.7,1.4,95.8,83.0,5.4,72.8
2.9,4.6,1.3,1.8,1.1,92.5,70.6,3.1,61.9
3.2,7.1,2.0,0.7,1.5,95.1,73.3,4.5,76.6
4.6,6.0,1.5,0.9,1.5,72.6,82.3,4.7,66.5
6.2,8.2,3.7,0.9,1.5,90.6,80.0,6.3,86.9
4.1,6.9,1.4,0.7,1.4,90.9,49.3,4.2,61.7
4.1,7.0,2.6,1.2,1.6,92.7,65.9,4.5,59.1
3.9,5.5,2.6,0.8,2.4,91.8,75.1,3.7,71.6
3.7,8.0,3.6,1.0,0.1,88.6,72.2,4.1,57.9
4.9,7.6,3.8,0.9,2.8,88.2,60.1,4.4,52.9
2.3,7.6,3.3,0.5,1.3,94.5,52.9,3.3,50.4
6.4,6.2,2.9,0.7,1.4,80.0,76.1,4.4,68.3
3.5,6.2,1.2,1.1,2.4,87.9,61.6,4.4,70.4
5.6,7.2,1.2,1.1,1.9,80.6,68.7,5.5,73.5
2.6,6.3,1.5,1.4,1.9,83.8,71.4,3.5,54.5
5.5,7.4,3.4,1.7,2.4,63.6,68.4,5.2,66.3
5.5,4.8,2.6,0.5,1.4,78.0,60.7,4.6,63.3
5.1,6.5,3.5,0.9,2.1,81.5,69.2,3.5,62.1
3.0,8.8,3.7,0.7,0.6,81.6,64.6,4.5,42.2
4.9,7.4,1.6,0.2,1.8,82.3,86.6,5.7,68.7
2.7,7.2,2.5,1.1,1.9,75.5,72.1,3.6,55.1
4.1,9.0,2.5,1.2,2.3,82.3,95.0,4.6,63.7
6.0,4.7,2.1,0.3,2.0,93.7,56.8,5.3,67.6
5.7,6.2,1.9,0.6,1.6,82.6,67.0,5.4,75.0
4.5,6.6,3.9,0.6,1.3,95.4,67.0,3.8,64.0
3.0,7.9,2.6,0.0,1.3,94.9,62.2,3.4,62.1
5.5,7.9,2.5,0.8,1.3,80.3,66.5,5.5,68.0
4.5,6.1,1.5,0.2,0.6,89.6,65.2,4.2,61.7
1.0,8.0,3.3,0.9,2.7,74.5,60.2,3.0,48.3
5.7,6.6,1.3,0.9,2.2,76.6,87.9,6.3,78.8
4.5,8.2,3.0,1.0,1.7,85.9,69.2,4.7,58.1
6.3,6.0,3.1,1.0,2.1,89.1,79.3,4.6,81.7
2.9,6.9,2.0,1.6,2.0,97.9,79.9,4.3,65.6
1.0,6.5,2.9,0.4,0.8,83.7,84.3,2.2,54.4
4.9,8.1,2.7,0.4,1.9,86.4,60.2,4.4,63.8
4.9,6.5,2.5,1.1,2.4,85.8,82.7,4.5,74.8
2.0,7.0,2.5,0.7,1.0,99.3,69.3,4.0,60.7
3.0,7.5,2.6,1.4,0.4,95.7,90.4,3.9,64.8
8.6,7.5,2.7,1.1,0.7,88.1,75.2,7.3,86.0
4.0,7.9,2.6,1.8,1.4,91.4,58.5,5.1,65.7
5.6,7.2,1.2,0.8,0.6,87.8,82.6,5.6,78.5
3.5,6.6,2.3,0.1,1.4,93.6,81.6,4.0,65.5
1.4,6.7,2.8,1.0,1.0,91.9,57.1,2.6,43.4
4.2,7.0,2.6,0.8,1.5,82.6,77.4,4.8,64.3
4.1,7.2,3.6,1.1,1.1,85.8,86.0,3.0,54.3
3.9,6.9,3.2,1.1,1.5,86.3,74.8,4.0,63.7
4.3,7.0,1.5,0.5,1.9,86.2,60.3,4.9,61.0
4.9,5.5,2.3,0.3,0.8,80.9,80.1,3.4,65.8
4.3,7.7,2.1,0.7,1.7,87.7,76.7,4.7,66.9
2.6,7.2,2.5,0.0,0.9,80.9,67.7,3.4,54.1
5.2,8.0,2.5,0.8,1.5,80.3,65.4,5.4,66.6
1.6,7.0,3.2,0.6,1.4,84.1,76.6,2.3,51.1
1.4,5.3,2.7,1.2,1.7,87.2,60.9,2.0,40.1
5.6,6.6,4.0,0.0,1.6,94.8,72.0,3.8,66.1
5.3,6.8,2.8,0.8,2.4,90.7,82.0,5.7,74.6
4.4,7.7,1.5,1.6,1.5,93.9,85.2,5.6,71.3
2.4,4.9,1.9,1.1,1.1,99.2,64.7,2.9,51.2
3.4,7.0,3.2,1.3,2.2,80.3,54.1,3.0,46.5
4.1,7.5,0.6,1.0,1.7,90.7,62.9,5.3,69.0
2.1,6.3,0.9,0.0,2.1,91.0,78.2,3.1,54.1
3.4,7.1,2.5,0.9,1.4,87.0,62.6,3.9,61.7
5.5,6.4,3.6,1.0,0.6,92.1,80.8,4.2,66.5
6.6,6.3,4.1,0.3,3.1,85.7,62.6,4.2,65.8
3.9,6.6,2.2,0.7,1.1,90.4,64.4,3.9,64.2
5.6,6.3,3.8,0.0,0.7,73.7,68.3,3.5,52.4
1.6,7.7,2.6,0.6,2.0,85.0,79.4,3.2,60.6
5.5,6.3,0.7,0.6,0.8,90.7,54.2,6.0,67.5
3.3,6.1,2.5,1.5,1.2,93.2,72.8,3.9,68.0
5.0,8.8,1.8,0.5,1.6,78.1,72.6,6.2,73.2
4.1,8.0,3.6,0.7,1.4,84.3,60.1,4.5,48.5
6.5,5.1,2.5,0.8,1.2,76.5,73.6,4.3,68.9
3.2,6.2,1.0,0.5,2.6,81.9,68.2,4.8,58.3
5.4,7.2,0.7,1.2,1.4,87.5,58.7,6.6,81.8
4.1,7.3,2.5,0.0,0.9,93.3,69.3,3.2,62.4
4.3,5.5,0.0,1.4,2.2,92.2,59.6,4.8,58.1
4.2,8.2,1.9,0.8,1.0,86.8,63.6,4.5,69.3
3.2,7.8,2.8,1.5,1.4,79.8,78.8,4.3,62.9
4.5,7.5,1.2,0.0,0.9,83.9,66.9,4.8,68.3
4.4,8.4,3.7,0.0,1.6,100.0,78.6,4.2,67.1
4.9,7.5,3.9,0.7,1.5,73.8,68.4,5.0,53.5
4.6,7.4,1.3,1.1,1.5,75.3,60.4,6.2,73.9
5.7,8.6,2.1,0.5,1.6,86.4,74.8,5.4,72.1
5.9,8.1,3.7,1.1,2.1,90.7,75.6,5.5,79.5
2.9,6.2,2.5,1.3,2.0,91.9,57.7,4.3,56.3
5.8,7.6,0.8,1.1,0.8,87.3,81.4,6.0,79.0
2.7,6.3,2.3,0.9,1.0,72.8,85.2,3.7,49.4
5.4,7.5,1.5,0.8,2.1,83.2,76.3,5.7,70.2
5.4,7.5,3.8,0.5,1.0,70.9,70.8,4.0,66.9
1.6,5.6,3.2,0.8,1.8,88.2,90.1,2.6,58.4
4.6,6.9,2.1,0.3,2.1,88.6,75.4,4.3,70.3
3.8,7.3,2.7,0.4,0.4,84.0,72.0,3.9,63.2
3.4,6.6,0.9,1.1,1.2,75.5,87.0,4.3,65.7
6.5,7.3,1.6,0.6,2.1,78.4,86.0,6.7,79.6
3.5,7.8,4.4,0.4,1.4,72.0,55.6,3.7,43.5
3.3,7.0,2.6,1.0,1.2,84.6,65.0,3.4,53.3
4.6,7.2,3.6,1.0,2.1,100.0,75.9,4.2,67.9
5.5,8.4,2.8,0.7,2.3,84.2,82.3,5.7,69.8
4.3,7.5,4.1,0.7,1.0,81.6,58.3,4.2,55.4
6.2,7.2,0.1,1.0,2.7,86.7,79.1,6.6,83.9
5.3,6.0,2.3,1.3,0.3,75.8,66.0,5.5,65.7
1.2,7.7,4.5,0.9,0.4,76.1,77.2,2.2,34.9
3.7,7.3,3.6,0.2,1.2,80.0,64.3,2.9,47.0
3.7,8.3,4.1,0.7,1.3,92.1,46.7,3.9,50.6
5.2,7.0,2.5,0.6,1.3,87.7,52.3,5.1,53.0
1.0,5.2,1.9,0.3,1.1,83.7,58.7,1.5,47.2
8.3,5.3,1.3,1.0,1.0,91.0,64.1,7.0,92.6
5.3,7.7,1.2,1.1,1.3,98.7,69.9,6.0,81.1
4.7,6.4,3.5,1.2,1.1,90.9,64.8,3.3,61.3
6.3,7.4,3.1,0.3,2.0,76.9,69.5,3.7,58.8
8.0,7.1,2.4,0.9,1.5,69.9,65.0,7.7,81.1
5.8,6.8,3.1,0.8,1.3,71.0,70.0,4.8,72.0
5.9,6.9,2.7,1.0,1.4,92.0,79.3,5.3,69.8
4.7,6.1,3.7,0.9,2.3,78.9,69.9,3.2,70.6
4.3,7.0,3.6,0.8,1.2,91.5,75.4,3.5,66.0
3.8,6.4,1.2,0.7,0.6,81.4,77.1,5.5,62.8
3.3,6.6,2.8,1.4,0.8,88.1,68.4,4.8,55.3
3.5,6.7,0.5,0.4,1.3,90.6,52.1,3.7,56.1
2.5,6.8,2.7,0.7,1.8,78.7,72.5,3.1,52.3
4.4,7.9,3.2,1.3,2.1,91.6,63.3,5.5,62.7
2.0,6.9,0.9,0.4,2.7,79.7,78.6,3.7,43.8
4.8,8.0,2.0,0.4,2.0,79.4,83.7,5.5,65.1
4.4,8.5,2.5,1.2,0.9,91.6,67.4,5.1,66.4
4.7,7.9,2.8,0.1,1.4,90.1,71.6,4.9,68.1
3.7,7.5,2.2,1.1,0.0,88.7,76.7,5.2,71.4
9.1,7.3,1.1,0.6,1.3,76.2,61.9,8.3,84.7
6.5,7.9,2.4,1.0,1.1,81.9,70.1,5.5,74.1
2.6,7.1,0.5,0.2,0.0,90.5,54.5,3.9,57.0
4.8,8.0,2.2,1.4,3.0,100.0,80.4,5.8,72.0
3.6,7.6,2.0,0.2,1.2,99.5,86.9,4.2,73.2
3.0,6.6,2.3,1.2,0.0,81.3,71.0,3.3,58.1
2.5,7.9,1.8,0.2,1.3,79.7,62.5,3.3,63.5
5.1,7.1,0.7,1.7,2.7,98.8,72.6,5.6,82.5
3.5,6.9,2.1,0.8,2.8,89.8,57.3,3.7,49.2
6.0,6.5,3.6,1.8,1.5,81.3,65.6,5.1,71.1
6.0,7.2,4.0,0.4,1.6,86.0,65.8,4.3,57.8
6.6,8.0,5.4,0.6,2.4,75.0,64.8,4.7,69.4
3.2,7.9,4.5,1.4,1.4,93.1,72.2,3.3,54.0
5.2,7.4,1.1,0.1,1.8,96.2,74.3,5.9,78.9
5.4,7.6,2.0,0.5,2.1,97.3,70.1,5.0,79.6
3.8,8.3,2.5,1.0,0.7,94.0,79.0,5.5,71.5
3.3,6.9,2.4,0.3,2.6,82.4,73.9,2.8,60.6
6.9,5.9,2.6,1.1,0.9,92.2,65.1,5.4,71.8
4.8,8.3,5.4,0.9,1.1,96.7,68.9,3.6,55.3
5.5,6.5,1.2,0.0,1.6,92.6,69.2,4.9,72.9
3.3,6.3,1.6,1.3,2.2,91.8,66.2,2.9,61.6
2.7,5.2,4.5,0.2,2.0,86.5,75.1,2.1,49.3
3.6,7.6,1.8,1.2,1.5,77.8,48.7,5.1,64.3
4.3,5.4,3.0,0.9,1.7,99.8,70.3,3.8,67.5
2.9,6.2,3.7,0.6,2.3,84.7,73.1,2.2,49.7
4.5,7.6,3.1,0.2,1.5,94.7,76.0,4.0,65.2
2.0,7.7,2.7,1.0,0.9,100.0,81.1,3.0,55.6
2.8,6.3,3.6,0.4,1.1,92.3,68.6,2.4,54.7
5.5,6.9,1.4,1.4,2.1,94.4,78.3,6.2,76.9
5.4,6.1,1.9,1.4,0.9,77.5,76.1,4.9,70.6
3.9,6.5,3.1,1.6,0.4,79.2,72.6,3.4,65.2
3.0,7.3,0.0,0.9,1.3,95.1,56.1,5.0,65.9
3.0,6.5,4.2,0.6,1.4,80.6,80.9,2.5,52.3
3.9,6.8,2.9,0.7,2.1,74.3,71.0,4.1,57.0
5.5,5.5,2.7,0.6,0.5,71.7,67.5,5.0,71.1
5.9,8.1,0.5,0.9,1.7,83.3,58.4,6.6,76.3
3.8,7.5,1.0,1.0,2.3,83.2,45.6,5.6,63.4
2.8,7.8,2.0,1.4,0.9,93.0,89.0,4.3,63.4
4.9,8.3,3.5,0.8,1.6,77.1,73.1,5.3,58.0
3.3,6.2,0.0,0.1,0.0,96.0,58.9,5.1,72.2
3.7,6.6,3.4,0.6,2.1,75.3,57.4,3.0,54.9
6.5,5.1,2.1,1.6,2.1,75.5,67.2,6.4,68.2
5.7,9.0,2.2,0.0,1.5,86.1,78.1,6.0,79.8
4.7,6.9,2.8,1.2,0.6,85.4,76.3,4.0,72.0
2.6,8.0,2.8,0.6,2.0,89.6,76.8,3.0,54.4
4.8,5.8,1.6,0.4,1.3,75.6,61.1,5.2,63.6
6.1,8.0,3.2,1.0,0.0,87.8,68.2,6.2,82.3
3.9,8.9,0.0,1.6,2.0,71.6,71.3,6.9,76.7
6.5,6.9,2.0,1.0,2.3,67.4,69.4,5.7,67.3
6.4,6.0,2.7,0.7,2.4,99.6,75.5,4.9,73.8
7.0,6.9,2.1,0.2,0.6,93.4,85.7,5.2,81.1
5.0,4.8,0.3,0.8,0.2,85.0,72.1,4.8,72.9
5.4,7.0,3.4,0.1,1.2,68.8,64.2,4.4,62.2
6.6,7.8,1.0,0.6,1.9,81.3,55.5,7.5,70.7
5.2,7.0,2.4,0.8,0.8,88.6,71.8,4.8,65.8
3.7,6.7,2.7,0.0,0.4,81.3,63.4,3.4,46.3
3.8,7.5,2.5,1.5,2.0,97.5,74.3,4.6,70.4
4.9,7.6,3.9,0.2,1.3,90.0,73.6,4.5,65.3
2.6,5.3,2.4,0.7,1.9,77.6,85.6,3.4,56.7
4.3,7.1,3.0,1.1,1.5,72.2,72.1,3.9,56.2
6.1,9.0,2.4,1.5,1.4,92.0,74.6,6.4,77.3
1.2,5.7,3.2,0.4,1.5,91.7,63.4,1.6,45.7
6.8,6.9,4.2,0.0,1.2,91.0,55.7,4.6,60.5
6.2,8.9,2.7,1.3,1.2,98.5,80.7,6.0,76.6
3.8,8.1,3.4,0.2,0.7,88.7,82.1,3.7,57.5
5.3,6.5,4.2,1.0,1.8,85.8,66.7,3.3,47.1
4.5,7.2,4.1,1.0,2.4,91.1,50.7,3.5,63.2
6.3,7.0,2.0,0.0,1.1,94.9,83.6,5.0,82.8
6.0,6.3,3.7,0.0,2.8,90.5,81.9,4.2,67.1
2.4,6.9,2.8,0.6,1.8,85.3,68.8,2.8,52.9
5.4,6.7,3.8,0.0,1.7,92.7,80.7,3.7,62.0
4.2,7.1,3.2,0.1,2.0,85.8,69.6,3.8,62.7
4.6,6.3,2.8,0.9,2.2,81.1,72.2,2.9,71.7
3.4,5.7,3.0,0.8,1.2,86.0,53.7,2.9,55.5
7.1,7.0,2.8,1.0,1.9,82.4,82.2,6.0,69.8
6.1,8.7,2.9,1.0,2.2,84.3,52.5,6.5,60.9
3.4,7.1,2.3,0.0,1.2,78.2,87.2,4.0,55.6
2.5,6.7,2.2,0.2,1.5,93.0,88.2,3.7,61.3
3.9,7.8,4.6,1.2,1.0,86.7,44.5,2.8,46.1
5.2,6.8,3.1,1.6,1.2,90.7,85.6,5.3,80.5
4.9,8.9,1.8,0.3,1.3,88.9,67.6,5.8,63.6
6.4,7.0,2.2,0.9,0.9,77.8,74.2,5.6,73.7
5.7,7.7,3.8,1.2,1.5,95.6,55.9,5.0,52.4
6.0,6.2,1.6,0.9,1.7,83.2,66.8,7.1,71.0
5.0,7.5,0.7,0.7,1.8,82.1,58.2,5.9,62.1
2.4,7.3,0.8,0.5,0.9,86.7,62.1,4.1,46.8
4.2,6.9,0.4,1.8,1.1,86.9,82.2,6.1,79.2
6.1,6.5,0.9,0.8,2.1,100.0,80.0,5.9,80.0
4.4,6.4,1.1,1.0,1.1,89.8,78.2,4.6,71.5
5.3,7.3,4.2,1.0,2.1,81.1,64.6,5.0,55.2
4.0,7.6,2.4,0.4,1.0,100.0,63.1,3.6,68.1
3.0,6.9,2.1,0.8,1.8,72.0,53.5,3.8,44.9
4.3,7.3,0.8,0.6,2.0,81.1,76.8,5.3,75.6
5.0,7.0,2.3,0.6,0.0,80.6,89.4,4.4,76.0
3.5,7.1,0.4,1.0,2.1,85.0,84.6,4.4,70.3
4.1,6.8,2.1,0.3,2.4,87.8,70.3,4.2,65.7
3.1,7.0,5.0,0.2,1.3,88.5,74.9,2.4,46.4
6.2,9.0,3.3,1.1,1.7,88.3,72.5,6.5,67.0
4.1,7.3,2.2,0.5,0.9,90.0,79.1,4.0,66.9
6.7,7.6,3.3,0.6,1.8,84.5,87.4,5.2,78.1
6.8,7.4,1.9,0.0,3.2,95.3,64.3,6.9,78.5
